"V1","V2"
405,213
363,123
389,271
460,184
467,211
11,5
10,2
46,23
12,6
11,9
12,8
14,10
31,5
48,36
48,18
57,24
84,24
120,91
124,31
130,39
129,92
116,30
71,30
66,52
49,17
47,32
24,16
16,3
546,199
651,435
375,98
276,156
254,62
250,126
147,89
63,36
33,23
10,8
12,10
13,2
11,7
72,48
15,6
32,15
141,61
118,46
114,42
42,9
16,6
10,4
14,5
33,27
35,29
34,6
88,35
401,248
81,35
171,88
13,9
15,11
92,64
63,37
21,7
119,79
173,120
17,13
13,2
16,7
16,7
21,16
24,5
28,21
35,7
34,6
13,3
86,48
534,173
599,405
124,46
51,30
93,30
215,165
12,2
22,12
32,18
32,14
33,10
33,21
10,8
10,2
10,2
10,2
17,5
19,6
15,5
12,7
12,2
12,9
12,10
13,6
13,6
13,9
13,9
13,4
13,9
13,11
13,4
64,18
17,13
76,37
99,53
12,8
15,9
15,7
14,7
32,17
50,8
118,38
134,53
343,109
360,254
379,114
406,121
409,287
444,274
297,179
299,181
303,140
292,230
242,75
123,42
109,73
52,13
11,9
812,544
574,220
45,26
15,3
11,2
10,2
105,41
422,310
17,13
15,11
37,13
825,260
464,283
431,134
14,10
14,10
23,13
23,13
13,4
13,4
12,3
12,9
142,94
267,87
171,53
641,206
244,170
145,105
91,62
62,19
735,219
735,528
957,702
1023,684
966,346
30,7
11,7
10,6
10,2
593,390
324,234
251,71
262,182
11,5
20,5
23,18
10,5
12,9
40,14
55,20
55,41
70,20
39,9
11,9
426,135
422,141
19,9
28,10
16,8
14,6
48,12
69,53
100,26
156,32
198,34
199,34
203,89
208,91
211,174
213,58
212,176
215,180
225,35
225,190
225,190
206,141
21,12
15,5
303,230
414,178
20,16
20,16
20,3
15,6
12,6
12,6
11,6
10,4
29,14
24,16
12,8
22,14
104,22
47,11
181,57
814,557
261,84
350,205
134,39
124,31
122,26
208,78
399,88
353,89
544,337
551,338
382,256
66,32
54,22
53,22
49,31
31,19
11,5
13,11
13,2
22,6
25,19
28,8
28,20
29,21
30,7
30,23
10,2
45,35
51,8
49,41
20,4
18,6
52,13
35,10
35,25
12,9
10,6
22,18
76,15
44,9
18,15
337,276
348,90
556,399
319,243
445,300
305,97
204,59
757,552
515,171
439,149
460,303
30,9
19,8
33,8
60,45
12,2
10,5
11,6
11,5
10,2
41,14
37,23
16,4
71,28
521,197
535,222
15,6
10,2
11,2
10,2
10,3
10,7
10,6
10,7
11,2
12,7
13,5
21,11
21,9
13,10
145,68
13,11
15,10
21,17
95,71
243,61
313,88
23,15
228,83
45,22
85,47
332,113
434,147
694,486
630,209
336,92
298,52
417,325
674,213
302,93
13,9
61,35
45,9
12,6
15,5
44,24
73,45
186,55
210,59
946,245
17,5
297,69
360,268
39,8
19,11
31,22
28,11
13,5
16,6
14,8
327,218
324,104
280,198
43,27
412,257
45,17
136,50
162,96
209,125
337,161
336,176
477,304
358,206
347,177
348,171
440,230
326,154
272,134
46,27
10,6
35,14
145,49
100,41
64,24
111,77
116,56
78,45
67,40
79,27
11,4
664,475
204,63
10,7
29,8
392,68
361,101
335,241
328,92
290,79
61,20
60,40
30,16
32,21
35,26
53,19
93,65
380,286
402,306
420,323
581,161
585,421
639,183
642,187
606,406
410,108
388,287
353,100
293,159
249,137
244,112
232,112
154,79
15,12
107,31
41,12
21,13
177,95
172,80
169,88
164,83
160,28
151,81
150,81
267,174
123,69
35,22
483,318
504,171
39,32
35,17
67,34
212,71
236,87
132,78
180,120
180,60
92,33
73,32
71,27
283,196
187,66
365,132
276,170
103,34
47,16
35,12
278,90
27,19
12,7
12,7
11,7
501,349
464,302
106,29
31,25
35,10
556,227
68,56
435,130
624,235
536,346
458,296
49,9
20,4
20,4
20,16
18,3
10,8
11,9
17,8
12,10
29,21
43,33
64,27
464,310
15,12
16,4
16,12
10,4
22,16
24,6
27,8
28,8
42,11
49,36
48,36
43,32
38,28
25,7
20,5
61,15
102,78
125,101
273,74
276,45
285,50
244,50
122,26
72,17
26,22
22,17
11,7
12,2
24,9
228,146
254,176
13,5
33,22
25,7
24,17
17,7
17,10
11,4
55,27
144,57
149,91
157,95
228,62
11,8
28,18
82,42
67,36
19,8
37,25
33,9
19,4
14,6
12,6
12,6
10,2
10,8
10,6
12,6
30,25
184,48
16,9
446,308
27,21
24,6
16,7
472,292
818,285
821,534
473,319
29,24
16,3
10,5
11,7
20,11
30,13
31,13
31,13
13,4
22,8
55,41
40,22
158,54
124,40
47,33
35,11
10,2
17,10
506,323
13,7
18,10
83,44
99,51
127,65
241,135
294,136
302,163
327,182
355,136
355,137
298,244
296,171
260,53
244,85
198,112
198,112
194,86
188,86
104,74
59,14
19,9
15,11
28,8
23,4
46,11
16,11
16,11
80,29
131,30
103,49
102,49
52,20
18,14
20,14
22,17
17,3
44,12
12,2
79,27
81,28
76,51
41,13
66,23
130,33
134,105
29,23
16,3
15,12
18,3
121,64
127,102
330,74
284,207
126,21
109,84
208,154
477,109
456,349
25,9
13,11
10,3
10,7
305,93
577,403
346,133
129,43
56,38
218,145
87,24
22,15
20,6
19,13
19,6
10,3
165,115
168,128
170,138
170,112
115,73
112,90
75,21
42,32
33,9
22,9
24,4
18,10
18,8
10,4
652,207
291,112
234,39
90,41
10,2
15,7
29,12
14,7
45,32
68,49
57,26
204,31
275,228
287,238
365,67
410,69
137,21
80,12
77,65
50,40
23,19
11,5
13,2
30,18
29,10
10,8
12,3
19,5
40,17
40,32
42,32
58,24
71,28
143,98
187,124
352,218
632,532
1067,543
1066,520
1069,895
1073,867
1049,494
1003,226
983,484
788,653
659,554
530,424
483,242
438,70
359,177
257,91
252,205
230,82
212,78
118,54
58,31
44,25
738,492
734,257
107,75
262,61
268,207
267,220
36,14
12,8
18,15
20,3
28,15
29,21
28,16
16,5
47,36
18,13
18,9
32,16
10,7
40,28
73,57
12,10
13,11
13,3
11,9
15,6
75,47
77,49
10,8
10,2
13,2
12,2
10,2
12,6
24,17
25,7
200,118
170,47
20,16
39,6
38,10
34,6
30,7
243,180
243,170
178,115
69,16
36,11
26,21
18,3
13,11
10,8
42,11
42,31
42,16
45,31
44,27
60,35
62,24
37,26
144,85
222,73
240,75
317,76
315,249
101,29
120,29
146,112
150,34
13,6
98,58
42,14
15,12
17,8
21,15
17,8
15,6
29,7
32,22
37,19
93,63
16,7
13,5
12,10
12,8
12,2
12,10
12,2
12,2
12,2
12,10
41,26
41,11
197,132
206,72
42,26
23,11
33,17
101,73
200,137
193,51
199,53
262,97
100,64
55,23
32,17
23,9
14,10
13,10
55,23
55,23
59,13
68,41
33,20
13,6
42,33
35,11
96,62
149,97
30,5
43,20
41,19
34,7
25,20
103,38
94,61
675,424
252,143
28,18
60,39
62,24
13,3
12,9
487,319
32,16
15,7
111,75
135,88
294,102
493,330
570,375
576,176
405,147
21,4
32,19
32,19
17,12
19,5
16,8
15,7
21,14
78,58
12,3
12,2
50,8
13,10
13,10
12,9
12,8
12,9
12,9
12,9
10,7
10,3
12,9
12,9
13,9
13,8
12,4
10,8
10,4
20,6
11,7
13,9
14,3
13,11
13,7
13,5
13,11
11,8
40,15
48,17
85,14
56,26
11,5
18,4
15,7
72,14
10,6
55,39
70,50
137,32
16,11
41,14
93,18
94,76
78,42
10,6
86,47
87,40
97,42
101,57
159,80
122,67
109,59
108,49
96,57
82,51
49,25
43,22
18,15
19,15
15,4
18,11
13,7
16,10
20,6
34,27
34,27
35,28
48,11
52,11
53,37
11,3
12,4
22,7
17,9
56,32
235,175
594,386
571,192
531,338
562,176
555,179
83,21
13,3
10,2
10,8
10,8
10,2
10,8
10,2
631,468
20,8
272,78
340,245
364,251
288,80
207,152
361,149
697,211
178,96
53,32
35,12
14,9
22,12
17,13
18,4
10,6
13,11
13,2
27,15
10,5
23,13
71,21
53,37
140,48
416,299
69,18
14,7
16,6
25,12
34,17
43,23
57,35
58,31
26,16
128,55
196,122
213,66
250,92
285,146
63,39
14,5
13,7
20,11
10,2
33,14
41,15
41,26
37,18
17,4
94,51
746,241
10,7
277,192
462,170
500,157
60,35
31,12
12,2
10,8
11,9
13,9
13,9
12,8
65,18
129,92
343,227
346,234
391,159
388,225
643,378
297,132
10,8
11,9
11,6
10,8
524,363
220,139
89,53
22,10
36,27
93,34
446,127
584,386
420,159
334,119
374,236
177,128
42,27
159,45
180,45
313,241
10,6
11,8
11,6
11,5
11,5
11,9
11,5
11,9
11,3
13,3
19,8
19,8
10,2
10,8
28,21
60,42
370,111
336,202
11,2
14,6
65,47
169,125
83,33
68,26
67,42
81,26
106,40
23,13
23,7
90,69
150,43
250,198
159,39
95,28
60,20
42,10
59,46
109,77
200,139
105,27
34,21
11,5
30,15
36,21
67,30
18,4
24,20
17,14
11,4
15,6
11,2
11,2
75,54
27,8
27,13
12,9
23,8
21,15
21,15
15,9
25,20
54,24
42,17
21,10
14,4
26,19
36,12
87,53
104,73
74,33
128,72
58,41
15,8
16,8
93,59
231,149
422,288
182,111
124,55
12,9
13,2
15,5
31,9
13,10
19,4
19,15
17,13
17,4
17,8
13,4
11,9
60,47
920,614
520,148
516,370
206,66
565,189
44,36
13,5
21,15
19,4
17,4
11,4
27,10
34,18
42,19
33,14
20,3
10,6
683,438
752,270
707,496
12,10
39,22
40,20
50,21
50,40
49,10
45,25
44,34
44,20
12,6
12,2
18,4
33,5
17,9
141,64
326,271
611,344
20,14
10,4
10,2
10,8
10,8
82,22
533,433
708,140
1015,621
996,769
969,669
927,260
812,193
32,27
49,11
76,27
174,81
269,115
538,398
796,544
911,665
225,189
231,195
236,200
146,61
14,6
145,121
208,55
379,289
377,90
182,145
181,37
133,26
102,16
77,65
12,10
10,8
17,5
47,26
19,13
45,22
39,11
22,18
32,21
16,3
18,6
154,60
81,43
71,45
10,5
19,11
15,11
221,110
50,27
47,21
47,21
47,21
47,21
33,6
23,17
82,53
435,303
366,107
326,230
298,214
257,152
175,63
193,66
183,65
45,37
14,6
12,6
12,9
13,10
19,12
83,29
62,17
23,12
509,150
627,215
190,118
197,64
218,69
451,138
11,7
34,14
34,14
28,12
24,20
22,9
21,8
18,14
27,18
34,18
324,208
20,4
17,4
13,10
16,6
17,6
76,48
87,24
22,6
80,57
158,50
18,12
85,33
412,265
856,545
853,606
554,197
97,33
87,63
36,16
381,237
280,100
146,115
22,7
11,9
11,2
20,3
23,18
90,47
115,55
126,62
149,68
193,100
187,42
282,121
319,186
345,137
400,268
463,298
437,157
425,277
429,164
433,322
463,171
143,91
75,53
28,14
28,14
28,14
25,14
14,10
11,4
12,4
12,4
12,7
14,4
14,6
14,4
14,10
15,11
15,5
16,11
13,2
10,2
10,8
10,8
10,6
13,6
153,68
172,45
43,20
26,14
128,52
37,25
35,22
69,39
235,144
144,90
70,35
21,4
12,6
188,142
91,23
65,20
21,17
259,77
161,104
24,4
19,15
12,9
10,6
471,325
121,84
373,137
319,106
281,205
417,307
153,50
494,156
119,83
23,15
18,12
10,4
10,6
15,7
20,8
20,7
20,13
11,3
14,4
11,3
91,51
249,106
338,126
550,187
360,219
210,114
289,160
392,175
466,249
11,9
19,15
10,8
10,2
231,72
217,63
123,41
452,81
421,163
10,6
16,6
46,30
187,111
227,98
296,158
308,154
263,130
386,171
247,90
205,85
72,58
72,38
31,15
40,19
49,26
49,13
22,7
22,5
11,3
18,13
51,34
53,17
21,8
19,11
19,11
18,9
37,8
14,3
12,10
190,30
198,79
398,67
299,117
23,8
19,5
14,7
29,10
14,10
387,274
35,19
13,6
565,196
381,274
42,8
62,49
486,342
26,18
14,4
11,4
11,2
13,11
17,4
23,11
92,77
93,36
178,27
252,166
389,297
52,33
42,23
158,52
661,456
10,8
10,3
74,57
36,23
22,17
73,30
281,84
86,25
67,48
24,7
70,32
148,70
63,21
45,19
313,230
373,130
377,58
511,177
433,287
98,64
54,33
22,11
274,82
545,415
29,5
13,6
10,4
10,4
10,6
10,4
10,2
10,6
14,9
16,13
19,3
19,6
22,6
26,11
61,33
68,24
91,17
28,15
74,40
521,325
698,228
639,195
621,427
55,12
53,41
312,106
291,200
65,10
165,91
161,50
200,77
316,99
458,142
60,28
66,30
297,216
336,87
346,91
353,91
362,219
228,86
10,4
11,7
11,7
12,8
12,8
10,8
21,9
23,12
29,17
29,12
38,24
37,13
39,28
39,28
35,11
22,10
26,16
26,16
39,25
39,25
34,24
12,8
21,5
12,10
10,5
24,6
25,6
25,13
48,22
44,23
11,9
142,98
277,74
311,170
500,367
523,276
888,263
1282,256
1285,260
388,135
160,39
38,32
12,10
12,2
11,9
14,9
18,12
97,73
100,73
146,110
84,55
79,25
39,11
31,9
21,8
145,36
152,37
221,164
258,75
282,208
207,152
165,38
164,127
119,29
19,4
19,4
31,20
38,21
150,106
310,75
281,212
341,88
406,116
714,529
697,183
508,134
382,91
220,184
140,112
118,25
35,29
13,3
18,10
16,6
12,9
16,9
44,10
48,9
50,9
13,8
13,8
30,8
22,14
21,16
21,8
20,12
20,12
12,3
10,2
24,7
46,18
16,11
22,6
22,16
22,6
15,5
14,3
19,4
55,16
106,43
167,102
408,262
416,325
425,330
456,273
473,192
475,331
427,287
428,292
399,119
652,267
684,428
692,429
301,198
266,83
209,64
38,23
22,5
13,8
70,24
150,45
316,113
304,211
124,88
76,53
46,33
20,13
10,4
12,2
30,8
66,19
104,74
160,67
242,125
246,129
424,294
362,257
359,267
371,56
539,143
212,141
214,143
443,157
264,173
223,78
180,60
169,111
151,107
33,24
30,20
29,21
17,13
12,6
19,4
30,25
30,25
31,6
33,6
33,6
32,24
46,15
49,34
127,33
125,36
77,63
74,14
70,12
66,12
41,33
486,330
70,33
199,109
52,29
48,19
15,5
23,9
28,17
28,17
34,17
28,6
29,21
67,42
10,5
23,8
18,6
291,58
94,66
683,238
27,17
19,4
32,16
174,67
113,31
87,55
24,14
144,51
30,20
230,159
39,10
33,8
33,28
27,10
26,17
27,16
51,16
51,26
53,25
56,31
76,36
82,68
88,27
87,70
85,63
63,43
63,17
59,33
59,48
59,33
51,28
51,40
46,12
46,19
46,15
35,21
19,15
14,9
15,7
15,7
15,8
15,8
15,12
339,197
291,159
196,106
104,82
77,24
16,12
100,51
193,106
244,121
235,118
215,109
131,78
98,62
10,2
30,10
11,6
56,33
85,42
657,399
265,114
305,97
449,329
553,147
606,157
611,456
923,221
968,304
951,286
952,289
780,543
598,179
435,130
324,78
278,64
171,70
64,12
64,10
65,39
13,8
55,37
31,6
10,8
10,8
10,2
23,11
10,3
27,19
182,110
58,14
45,36
22,4
58,40
305,219
459,312
215,147
169,115
13,5
11,4
89,58
220,72
19,4
35,20
45,14
45,14
57,22
60,23
76,22
81,29
87,29
85,56
84,57
86,59
87,60
85,59
75,19
73,19
73,19
68,17
67,50
61,42
56,17
11,7
675,490
49,22
10,2
37,22
10,6
559,198
26,20
10,2
79,60
32,25
70,18
84,30
85,62
95,35
103,44
77,20
73,17
32,27
22,17
20,5
10,6
10,4
10,4
10,4
12,10
12,10
16,10
28,8
33,25
21,16
27,19
72,55
81,18
200,139
60,20
14,5
45,23
24,13
466,310
261,82
81,34
62,29
29,19
28,5
10,4
19,12
121,30
892,608
914,756
1166,812
1152,177
1090,756
1559,1133
859,131
108,80
187,34
353,226
76,61
72,50
40,12
19,16
30,20
10,4
13,9
13,9
24,14
31,19
33,21
268,190
309,99
418,158
425,158
414,130
325,245
282,67
10,4
12,8
12,4
13,3
13,4
17,12
29,7
80,40
94,24
103,19
105,79
107,60
109,61
109,29
102,76
98,74
41,32
24,15
15,8
10,6
25,5
32,20
32,19
32,25
24,6
55,36
13,7
14,4
12,4
12,4
12,2
74,32
844,238
668,482
327,236
324,88
333,89
437,280
419,283
421,131
364,99
374,241
378,251
302,127
518,344
13,2
21,12
55,16
502,339
11,7
17,13
39,31
38,11
25,12
12,5
11,5
11,3
11,8
11,3
11,3
13,10
20,15
26,22
26,20
67,14
30,18
20,9
55,22
700,197
730,182
714,550
288,108
82,55
64,33
45,26
14,8
91,38
421,294
453,315
182,54
40,11
61,16
103,72
24,18
149,51
286,75
269,75
221,168
196,51
132,94
131,29
28,11
36,14
130,47
12,10
14,6
19,4
103,77
464,314
494,157
488,149
123,35
42,12
19,10
20,8
20,10
253,157
516,329
74,34
477,310
136,96
11,9
12,6
53,23
76,18
76,58
79,13
81,20
82,35
94,42
93,52
92,22
94,23
96,20
93,19
79,44
61,27
30,11
24,18
19,5
25,12
32,13
45,18
124,49
97,55
12,5
20,9
32,16
134,59
77,46
113,55
12,5
26,13
93,20
40,22
18,10
35,13
68,30
87,52
19,9
11,3
22,16
22,6
66,34
367,240
139,84
88,36
45,19
26,7
10,6
34,25
127,47
302,96
210,140
246,158
210,149
190,137
153,105
168,118
301,213
275,89
122,83
22,5
16,7
54,45
250,49
304,61
18,6
12,3
233,76
11,7
11,9
10,6
359,129
88,34
47,35
10,8
577,402
866,249
219,130
490,144
21,8
145,47
263,145
154,125
52,27
30,18
22,10
52,19
124,20
56,20
10,8
20,14
20,6
20,5
20,6
20,14
20,6
19,6
19,6
17,6
184,51
153,104
150,48
35,27
69,56
18,8
11,7
10,2
10,2
50,14
53,39
32,15
28,16
20,9
11,6
12,6
16,6
16,10
14,6
10,3
25,19
141,73
141,73
190,133
210,142
230,167
218,78
214,68
19,15
13,11
12,2
11,9
217,126
17,3
20,16
22,4
19,3
19,3
15,3
18,5
49,13
80,37
126,99
422,173
590,347
346,233
147,35
15,4
163,60
70,28
14,3
99,66
137,97
266,99
267,166
121,83
122,38
49,38
38,30
11,3
91,74
247,73
383,157
71,23
68,29
72,32
75,40
97,52
227,98
253,111
294,127
248,168
215,151
312,191
267,159
179,100
165,116
109,65
34,12
17,7
120,21
123,102
74,14
63,10
13,9
17,9
26,15
59,41
63,18
65,21
66,20
55,37
22,6
11,3
12,10
28,5
37,28
366,132
28,19
15,4
21,10
36,9
56,17
134,48
17,5
15,3
15,12
16,6
11,3
15,3
32,24
48,17
35,15
44,36
389,244
408,279
312,198
299,227
299,111
264,73
10,8
16,4
29,13
32,15
46,22
39,21
28,12
25,16
13,11
12,8
12,8
267,51
333,63
336,184
375,76
410,317
640,150
609,139
41,29
13,6
201,31
81,35
72,56
47,37
12,9
21,16
23,17
23,10
22,16
20,7
16,9
10,5
36,7
72,54
66,50
23,10
18,13
16,3
66,23
11,7
18,8
37,23
43,17
41,13
42,14
17,12
13,9
34,7
43,28
41,25
35,21
27,15
23,17
13,11
14,10
14,4
13,4
10,6
10,8
22,13
211,48
368,132
410,252
698,572
26,4
43,14
237,71
267,84
687,581
505,122
18,7
22,16
20,12
21,4
21,17
21,13
21,12
13,4
23,6
20,8
22,12
14,8
182,125
248,173
216,129
218,146
89,58
106,64
162,66
23,4
11,9
46,12
260,79
453,317
490,301
149,106
114,85
309,191
195,69
22,14
23,15
36,12
36,24
38,26
40,12
43,31
43,11
23,17
13,4
71,57
156,53
267,194
290,194
35,25
96,61
130,93
391,274
288,71
13,2
1547,516
102,83
336,255
12,6
11,4
10,4
10,6
74,27
156,43
289,82
29,11
11,9
61,50
83,16
372,127
158,99
198,66
33,27
10,8
13,8
13,8
14,8
14,6
105,53
13,2
10,8
10,2
20,7
20,6
20,11
16,10
12,8
10,8
39,26
12,3
182,112
23,9
22,8
16,5
14,9
371,137
21,15
450,154
151,89
151,89
23,10
104,56
56,23
46,8
18,8
179,104
222,139
385,109
256,77
301,202
366,238
351,103
327,228
337,116
330,108
396,263
466,145
714,448
491,346
231,141
129,75
51,40
19,6
11,2
24,8
13,7
10,7
14,3
14,4
16,4
17,13
17,13
20,16
24,18
179,27
208,176
41,16
10,8
11,9
22,9
25,10
25,15
39,14
54,33
56,18
105,26
113,21
96,18
10,4
15,4
20,16
28,19
43,30
424,141
486,176
486,314
345,117
81,58
79,56
79,56
60,23
48,23
36,20
15,11
11,9
19,15
21,17
29,22
35,25
609,206
242,160
72,51
36,13
15,7
60,51
867,173
623,499
608,469
154,68
37,27
28,8
13,11
192,48
154,96
135,83
18,7
14,10
598,215
137,40
44,20
160,49
98,35
12,6
96,28
140,48
199,76
240,74
446,294
343,109
87,34
21,6
20,15
16,6
16,10
54,9
122,79
333,83
487,320
162,67
12,4
13,4
15,4
15,11
15,7
14,8
14,8
14,4
12,4
10,8
86,25
14,11
128,85
14,6
10,6
10,6
29,6
78,59
46,32
53,32
53,32
10,8
20,13
29,16
31,18
37,6
41,28
54,35
205,41
428,293
448,309
455,145
489,244
547,193
416,151
396,254
343,53
252,125
93,34
53,34
38,29
10,4
12,4
14,4
48,37
60,44
61,10
73,62
11,3
34,23
119,83
25,8
14,9
12,5
29,8
10,2
38,20
34,14
34,14
24,14
32,7
80,55
146,38
154,112
155,38
152,34
139,69
139,36
139,105
93,71
56,10
19,11
45,13
682,209
507,354
843,534
814,318
149,100
21,8
17,10
17,13
216,109
241,128
224,189
119,98
103,76
36,29
31,25
25,20
16,4
13,7
27,22
12,2
11,3
13,2
16,7
17,13
27,5
56,10
112,35
117,90
64,50
38,9
38,25
107,68
192,132
12,10
37,30
19,12
253,168
527,175
891,606
41,21
11,7
15,11
666,462
28,22
180,123
308,209
518,363
472,297
445,295
19,14
15,4
11,7
18,7
78,52
92,62
118,43
134,35
123,91
104,79
86,22
82,22
73,22
74,23
69,41
68,40
68,27
67,41
58,44
60,13
44,32
40,25
38,23
33,21
23,14
20,14
20,8
18,10
10,8
13,5
13,8
13,5
20,9
78,23
21,13
18,3
18,13
44,20
17,3
12,9
12,10
28,6
31,23
22,8
46,31
61,20
71,24
96,62
105,36
106,37
33,6
25,7
18,4
25,17
11,2
17,3
173,45
611,186
604,216
588,195
679,455
496,369
378,123
151,104
17,12
16,11
21,4
14,9
31,24
20,11
83,26
13,9
96,26
127,95
387,306
439,90
403,302
369,271
144,101
22,8
39,20
35,18
18,6
19,10
29,24
76,49
93,26
99,71
70,25
11,9
107,78
56,34
41,19
165,51
285,85
86,51
14,8
11,8
63,20
91,36
361,103
327,112
374,131
161,98
141,53
101,42
40,15
23,16
21,14
21,14
19,14
22,11
27,17
37,11
39,11
19,16
19,9
19,7
168,137
13,10
18,15
29,12
114,79
183,59
420,321
358,280
328,255
113,78
30,21
19,8
16,8
14,8
14,8
10,5
168,135
12,2
21,10
23,16
24,12
24,10
21,7
20,8
19,14
16,6
13,7
92,41
390,242
493,309
493,186
265,174
113,82
24,15
15,3
37,11
37,11
76,19
26,8
20,14
12,3
36,7
53,13
106,76
125,99
230,73
290,65
413,319
478,363
562,416
135,45
50,15
42,11
22,18
136,55
82,17
16,6
37,29
51,32
52,24
55,26
56,25
68,25
66,55
58,48
44,24
35,29
29,6
26,14
26,22
10,6
55,22
55,33
20,9
37,23
15,3
12,7
127,42
171,117
547,373
565,363
25,17
10,3
11,7
124,44
63,24
15,8
357,239
164,66
230,144
15,5
15,7
72,50
219,69
97,76
27,16
17,13
52,39
37,11
38,28
52,9
54,9
68,34
78,34
79,25
84,36
99,45
108,88
143,33
134,111
13,11
13,3
56,47
56,9
52,42
26,16
34,18
34,16
25,14
25,14
21,10
17,6
25,17
178,121
183,45
209,51
185,151
20,15
23,18
10,2
12,9
13,6
16,6
63,31
98,50
205,146
24,14
23,13
36,23
37,24
335,94
302,187
339,103
515,345
297,188
33,8
66,11
122,24
193,52
211,57
221,165
198,51
159,48
113,86
142,36
156,119
253,68
61,26
420,251
451,256
698,141
442,121
412,304
202,56
48,36
25,11
15,5
37,30
48,40
66,51
467,151
401,121
387,115
323,228
209,50
32,21
95,37
16,3
16,12
26,14
26,14
27,15
23,8
298,120
401,148
39,25
11,6
39,31
51,17
11,8
79,46
273,173
14,8
14,3
36,29
17,10
12,8
10,4
15,10
32,22
74,50
31,22
43,22
45,30
47,15
47,32
47,26
48,15
23,5
11,5
35,22
32,12
31,12
29,17
25,9
22,6
13,11
824,221
851,185
789,609
729,171
650,492
189,154
145,123
124,105
147,105
764,635
188,108
157,78
103,67
68,46
13,8
36,13
11,5
755,522
683,264
677,418
93,56
22,13
69,51
44,26
183,49
182,119
164,96
88,73
19,3
102,55
147,83
724,490
26,5
26,21
15,10
12,8
13,9
32,22
36,30
36,9
31,25
31,7
30,5
28,5
19,12
19,13
24,11
21,10
21,10
21,11
26,16
34,20
47,20
47,20
67,33
65,32
67,32
65,34
59,27
49,27
11,8
36,18
55,26
63,26
384,201
477,208
479,391
509,322
467,110
362,266
201,31
51,20
45,20
45,25
43,20
27,14
29,14
29,15
29,14
29,15
29,15
37,31
348,236
17,12
39,13
81,63
86,57
94,23
97,23
106,80
124,44
126,46
172,114
235,171
400,340
529,414
11,9
13,11
13,11
13,11
42,34
42,8
39,31
31,5
12,6
12,6
12,6
22,14
16,8
13,7
12,6
124,53
16,8
18,9
22,5
21,11
69,55
45,28
29,18
494,319
521,346
609,405
378,121
85,62
40,28
40,28
40,28
13,6
25,14
30,17
53,16
59,39
58,16
45,15
37,26
37,11
13,11
22,5
26,12
30,23
30,12
10,7
24,12
64,28
196,122
264,163
192,132
193,134
179,117
147,65
221,131
227,94
258,141
180,121
104,30
73,16
91,70
88,70
74,24
52,36
24,16
23,7
14,8
22,7
48,13
52,15
34,8
27,8
11,5
11,5
22,8
20,8
20,12
20,12
20,8
12,4
76,39
352,202
377,142
226,134
43,22
53,10
104,75
24,18
16,4
58,44
140,55
12,6
10,6
22,16
33,26
33,26
48,14
62,15
41,7
39,32
18,14
17,4
14,4
13,4
19,7
28,12
28,12
28,16
34,17
66,36
111,50
175,104
251,103
273,108
183,100
178,80
131,69
94,48
43,13
41,29
38,29
36,7
36,7
26,8
26,18
20,12
18,7
11,7
11,4
10,3
17,14
37,26
31,15
22,11
20,4
47,24
15,10
11,7
61,19
12,8
16,4
14,10
12,8
12,2
10,4
17,4
15,4
11,7
13,11
18,6
20,13
20,13
20,7
22,9
22,7
22,6
23,6
22,8
19,4
17,13
15,9
15,6
17,9
18,9
21,9
18,14
18,8
11,4
13,4
36,7
43,30
33,7
11,4
25,8
25,19
17,7
16,11
16,5
14,5
12,7
12,5
11,6
13,9
218,53
214,144
218,68
298,77
18,7
167,64
167,66
25,14
28,15
51,38
216,82
44,19
370,97
23,16
23,16
20,8
25,7
103,43
740,194
679,538
205,137
30,15
55,31
158,82
208,105
238,104
264,153
351,204
352,211
391,237
272,170
283,183
283,100
85,32
32,9
13,2
106,73
336,111
30,5
27,10
40,11
15,4
10,6
12,9
13,8
13,2
13,3
15,8
15,7
15,7
15,10
31,15
57,25
67,25
79,20
71,55
13,11
13,2
11,9
23,8
33,23
21,16
16,13
12,7
18,5
89,35
104,60
90,24
58,17
44,16
22,18
22,17
17,13
16,5
10,5
13,11
13,3
484,135
223,168
25,5
53,19
113,76
12,2
15,12
16,12
28,9
54,18
511,310
240,71
18,15
11,3
193,50
198,137
190,129
103,21
13,7
136,43
299,184
447,335
301,207
197,42
198,158
219,180
255,209
283,228
206,52
202,152
175,45
33,11
27,21
25,4
20,17
11,6
47,10
144,50
52,36
25,10
450,161
348,121
85,30
60,22
31,10
25,8
45,10
188,139
126,33
96,25
76,58
70,56
44,36
19,15
12,5
12,7
12,6
21,17
21,9
25,8
26,12
26,22
26,16
34,17
88,44
368,223
517,192
546,183
523,165
464,309
439,142
167,115
149,98
88,55
20,9
14,9
15,4
17,4
20,4
10,8
10,2
10,8
10,8
10,8
10,2
626,436
123,51
10,3
10,7
10,3
10,3
14,7
14,7
16,9
18,9
12,7
12,7
12,7
12,10
12,2
39,32
171,36
527,148
517,148
332,120
335,98
343,227
376,138
249,59
269,202
302,71
265,178
216,158
587,467
704,410
719,414
726,310
731,450
366,86
13,3
15,12
26,19
31,10
38,26
52,9
14,9
151,51
209,144
756,169
765,159
45,13
77,40
156,88
85,32
23,17
14,4
26,5
30,19
19,13
22,11
61,23
216,152
10,3
170,140
222,153
140,45
17,8
34,18
16,7
15,4
142,97
265,94
414,130
230,61
678,465
